,number_of_incidents,code,year,month
37517,4,77b,2012,09
37518,2,77b,2012,10
37519,2,77b,2012,11
37520,2,77b,2013,01
37521,1,77b,2013,03
37522,1,77b,2013,04
37523,4,77b,2013,05
37524,6,77b,2013,06
37525,5,77b,2013,07
37526,4,77b,2013,08
37527,5,77b,2013,09
37528,5,77b,2013,10
37529,8,77b,2013,11
37530,8,77b,2013,12
37531,5,77b,2014,01
37532,3,77b,2014,02
37533,9,77b,2014,03
37534,3,77b,2014,04
37535,5,77b,2014,05
37536,4,77b,2014,06
37537,3,77b,2014,07
37538,2,77b,2014,08
37539,4,77b,2014,09
37540,3,77b,2014,10
37541,3,77b,2014,11
37542,5,77b,2014,12
37543,3,77b,2015,01
37544,3,77b,2015,02
37545,2,77b,2015,03
37546,3,77b,2015,04
37547,2,77b,2015,05
37548,2,77b,2015,06
37549,16,77b,2015,07
37550,4,77b,2015,08
37551,2,77b,2015,09
37552,3,77b,2015,10
37553,5,77b,2015,11
37554,9,77b,2015,12
37555,3,77b,2016,02
37556,3,77b,2016,03
37557,4,77b,2016,04
37558,2,77b,2016,05
37559,1,77b,2016,06
37560,5,77b,2016,07
37561,8,77b,2016,08
37562,6,77b,2016,09
37563,2,77b,2016,10
37564,3,77b,2016,11
37565,7,77b,2016,12
37566,4,77b,2017,01
37567,2,77b,2017,02
37568,1,77c,2005,03
37569,1,77c,2005,04
37570,6,77c,2005,05
37571,2,77c,2005,07
37572,1,77c,2005,08
37573,2,77c,2005,09
37574,1,77c,2005,10
37575,1,77c,2005,11
37576,4,77c,2005,12
37577,12,77c,2006,01
37578,1,77c,2006,02
37579,3,77c,2006,03
37580,3,77c,2006,04
37581,4,77c,2006,05
37582,5,77c,2006,06
37583,5,77c,2006,07
37584,1,77c,2006,08
37585,4,77c,2006,09
37586,2,77c,2006,10
37587,4,77c,2006,11
37588,2,77c,2006,12
37589,2,77c,2007,02
37590,3,77c,2007,03
37591,1,77c,2007,04
37592,5,77c,2007,05
37593,2,77c,2007,06
37594,5,77c,2007,07
37595,1,77c,2007,08
37596,4,77c,2007,10
37597,3,77c,2007,11
37598,9,77c,2007,12
37599,6,77c,2008,01
37600,2,77c,2008,02
37601,3,77c,2008,03
37602,1,77c,2008,04
37603,4,77c,2008,05
37604,2,77c,2008,06
37605,2,77c,2008,07
37606,3,77c,2008,08
37607,3,77c,2008,09
37608,3,77c,2008,10
37609,3,77c,2008,11
37610,6,77c,2008,12
37611,11,77c,2009,01
37612,2,77c,2009,02
37613,3,77c,2009,03
37614,4,77c,2009,04
37615,3,77c,2009,05
37616,3,77c,2009,06
37617,3,77c,2009,07
37618,2,77c,2009,08
37619,2,77c,2009,09
37620,2,77c,2009,10
37621,2,77c,2009,11
37622,7,77c,2009,12
37623,8,77c,2010,01
37624,2,77c,2010,02
37625,2,77c,2010,03
37626,2,77c,2010,05
37627,1,77c,2010,06
37628,2,77c,2010,07
37629,1,77c,2010,08
37630,2,77c,2010,09
37631,2,77c,2010,10
37632,3,77c,2010,12
37633,4,77c,2011,01
37634,1,77c,2011,02
37635,3,77c,2011,03
37636,3,77c,2011,04
37637,2,77c,2011,06
37638,1,77c,2011,07
37639,2,77c,2011,08
37640,4,77c,2011,10
37641,7,77c,2011,11
37642,5,77c,2011,12
37643,6,77c,2012,01
37644,3,77c,2012,02
37645,1,77c,2012,03
37646,1,77c,2012,04
37647,3,77c,2012,05
37648,1,77c,2012,06
37649,3,77c,2012,07
37650,2,77c,2012,08
37651,3,77c,2012,09
37652,3,77c,2012,10
37653,2,77c,2012,11
37654,5,77c,2012,12
37655,1,77c,2013,01
37656,7,77c,2013,02
37657,2,77c,2013,03
37658,3,77c,2013,04
37659,6,77c,2013,05
37660,16,77c,2013,06
37661,9,77c,2013,07
37662,14,77c,2013,08
37663,11,77c,2013,09
37664,21,77c,2013,10
37665,9,77c,2013,11
37666,13,77c,2013,12
37667,12,77c,2014,01
37668,26,77c,2014,02
37669,23,77c,2014,03
37670,22,77c,2014,04
37671,18,77c,2014,05
37672,23,77c,2014,06
37673,19,77c,2014,07
37674,30,77c,2014,08
37675,14,77c,2014,09
37676,40,77c,2014,10
37677,28,77c,2014,11
37678,31,77c,2014,12
37679,19,77c,2015,01
37680,24,77c,2015,02
37681,24,77c,2015,03
37682,26,77c,2015,04
37683,13,77c,2015,05
37684,13,77c,2015,06
37685,18,77c,2015,07
37686,22,77c,2015,08
37687,30,77c,2015,09
37688,28,77c,2015,10
37689,26,77c,2015,11
37690,22,77c,2015,12
37691,15,77c,2016,01
37692,15,77c,2016,02
37693,26,77c,2016,03
37694,31,77c,2016,04
37695,28,77c,2016,05
37696,8,77c,2016,06
37697,17,77c,2016,07
37698,26,77c,2016,08
37699,24,77c,2016,09
37700,2,77c,2016,10
37701,4,77c,2016,11
37702,7,77c,2016,12
37703,5,77c,2017,01
37704,2,77c,2017,02
37705,4,77d,2005,04
37706,6,77d,2005,05
37707,2,77d,2005,06
37708,1,77d,2005,07
37709,2,77d,2005,08
37710,2,77d,2005,10
37711,3,77d,2005,11
37712,2,77d,2005,12
37713,5,77d,2006,01
37714,2,77d,2006,02
37715,6,77d,2006,03
37716,2,77d,2006,04
37717,3,77d,2006,05
37718,2,77d,2006,06
37719,3,77d,2006,07
37720,5,77d,2006,08
37721,1,77d,2006,09
37722,2,77d,2006,10
37723,1,77d,2006,11
37724,5,77d,2006,12
37725,10,77d,2007,01
37726,2,77d,2007,02
37727,2,77d,2007,03
37728,3,77d,2007,04
37729,2,77d,2007,05
37730,3,77d,2007,06
37731,1,77d,2007,07
37732,3,77d,2007,08
37733,3,77d,2007,09
37734,9,77d,2007,12
37735,2,77d,2008,01
37736,3,77d,2008,02
37737,5,77d,2008,03
37738,5,77d,2008,05
37739,3,77d,2008,06
37740,1,77d,2008,07
37741,3,77d,2008,08
37742,5,77d,2008,09
37743,2,77d,2008,10
37744,3,77d,2008,11
37745,9,77d,2008,12
37746,4,77d,2009,01
37747,1,77d,2009,02
37748,4,77d,2009,04
37749,3,77d,2009,05
37750,2,77d,2009,06
37751,3,77d,2009,07
37752,7,77d,2009,08
37753,3,77d,2009,09
37754,6,77d,2009,10
37755,1,77d,2009,11
37756,5,77d,2009,12
37757,5,77d,2010,01
37758,6,77d,2010,02
37759,5,77d,2010,03
37760,1,77d,2010,04
37761,1,77d,2010,05
37762,2,77d,2010,06
37763,3,77d,2010,07
37764,5,77d,2010,08
37765,2,77d,2010,09
37766,3,77d,2010,10
37767,3,77d,2010,11
37768,10,77d,2010,12
37769,4,77d,2011,01
37770,3,77d,2011,02
37771,3,77d,2011,03
37772,2,77d,2011,04
37773,6,77d,2011,05
37774,2,77d,2011,06
37775,3,77d,2011,07
37776,5,77d,2011,08
37777,1,77d,2011,09
37778,5,77d,2011,10
37779,1,77d,2011,11
37780,4,77d,2011,12
37781,2,77d,2012,01
37782,1,77d,2012,02
37783,1,77d,2012,03
37784,3,77d,2012,04
37785,4,77d,2012,05
37786,4,77d,2012,06
37787,3,77d,2012,08
37788,4,77d,2012,09
37789,6,77d,2012,10
37790,2,77d,2012,11
37791,10,77d,2012,12
37792,6,77d,2013,01
37793,2,77d,2013,02
37794,3,77d,2013,03
37795,3,77d,2013,04
37796,5,77d,2013,06
37797,5,77d,2013,07
37798,7,77d,2013,08
37799,4,77d,2013,09
37800,12,77d,2013,10
37801,5,77d,2013,11
37802,9,77d,2013,12
37803,7,77d,2014,01
37804,1,77d,2014,02
37805,4,77d,2014,03
37806,4,77d,2014,04
37807,4,77d,2014,05
37808,2,77d,2014,06
37809,3,77d,2014,07
37810,3,77d,2014,08
37811,4,77d,2014,09
37812,6,77d,2014,10
37813,6,77d,2014,11
37814,12,77d,2014,12
37815,12,77d,2015,01
37816,7,77d,2015,02
37817,3,77d,2015,03
37818,3,77d,2015,04
37819,5,77d,2015,05
37820,2,77d,2015,06
37821,8,77d,2015,07
37822,3,77d,2015,08
37823,2,77d,2015,09
37824,6,77d,2015,10
37825,5,77d,2015,11
37826,10,77d,2015,12
37827,2,77d,2016,01
37828,7,77d,2016,02
37829,6,77d,2016,03
37830,2,77d,2016,04
37831,4,77d,2016,05
37832,1,77d,2016,06
37833,3,77d,2016,07
37834,1,77d,2016,08
37835,5,77d,2016,09
37836,2,77d,2016,10
37837,3,77d,2016,11
37838,4,77d,2016,12
37839,10,77d,2017,01
37840,1,77d,2017,02
37841,1,77e,2005,05
37842,1,77e,2005,07
37843,1,77e,2005,09
37844,1,77e,2005,10
37845,1,77e,2006,01
37846,1,77e,2006,03
37847,4,77e,2006,06
37848,3,77e,2006,07
37849,3,77e,2006,08
37850,4,77e,2006,10
37851,1,77e,2006,11
37852,2,77e,2007,01
37853,1,77e,2007,02
37854,5,77e,2007,03
37855,5,77e,2007,04
37856,1,77e,2007,05
37857,3,77e,2007,06
37858,1,77e,2007,07
37859,5,77e,2007,08
37860,6,77e,2007,10
37861,1,77e,2007,11
37862,2,77e,2007,12
37863,1,77e,2008,01
37864,1,77e,2008,02
37865,2,77e,2008,05
37866,2,77e,2008,06
37867,1,77e,2008,07
37868,4,77e,2008,09
37869,2,77e,2008,10
37870,1,77e,2008,12
37871,1,77e,2009,03
37872,3,77e,2009,04
37873,1,77e,2009,07
37874,1,77e,2009,08
37875,1,77e,2009,11
37876,1,77e,2010,02
37877,1,77e,2010,03
37878,3,77e,2010,05
37879,2,77e,2010,06
37880,2,77e,2010,07
37881,1,77e,2011,03
37882,1,77e,2011,05
37883,1,77e,2011,11
37884,1,77e,2011,12
37885,1,77e,2012,01
37886,1,77e,2012,05
37887,2,77e,2012,06
37888,3,77e,2012,12
37889,2,77e,2013,06
37890,1,77e,2013,07
37891,3,77e,2013,08
37892,1,77e,2013,10
37893,3,77e,2013,11
37894,1,77e,2013,12
37895,1,77e,2014,02
37896,3,77e,2014,03
37897,2,77e,2014,04
37898,3,77e,2014,06
37899,3,77e,2014,07
37900,2,77e,2014,08
37901,1,77e,2014,09
37902,4,77e,2015,01
37903,2,77e,2015,02
37904,5,77e,2015,05
37905,3,77e,2015,06
37906,9,77e,2015,07
37907,1,77e,2015,08
37908,1,77e,2015,09
37909,1,77e,2015,10
37910,5,77e,2015,11
37911,3,77e,2015,12
37912,3,77e,2016,02
37913,2,77e,2016,03
37914,4,77e,2016,04
37915,4,77e,2016,05
37916,1,77e,2016,06
37917,5,77e,2016,07
37918,5,77e,2016,08
37919,1,77e,2016,09
37920,1,77e,2016,10
37921,5,77e,2017,01
37922,2,77f,2005,04
37923,3,77f,2005,05
37924,3,77f,2005,06
37925,3,77f,2005,07
37926,3,77f,2005,08
37927,2,77f,2005,09
37928,1,77f,2005,10
37929,4,77f,2005,11
37930,3,77f,2005,12
37931,1,77f,2006,01
37932,3,77f,2006,02
37933,8,77f,2006,03
37934,1,77f,2006,04
37935,2,77f,2006,05
37936,2,77f,2006,06
37937,2,77f,2006,07
37938,4,77f,2006,08
37939,1,77f,2006,09
37940,3,77f,2006,10
37941,5,77f,2006,11
37942,1,77f,2006,12
37943,7,77f,2007,01
37944,7,77f,2007,02
37945,3,77f,2007,03
37946,2,77f,2007,04
37947,1,77f,2007,05
37948,1,77f,2007,06
37949,7,77f,2007,07
37950,4,77f,2007,09
37951,2,77f,2007,10
37952,1,77f,2007,11
37953,10,77f,2007,12
37954,9,77f,2008,01
37955,6,77f,2008,02
37956,8,77f,2008,03
37957,4,77f,2008,04
37958,10,77f,2008,05
37959,3,77f,2008,06
37960,2,77f,2008,07
37961,2,77f,2008,08
37962,5,77f,2008,09
37963,2,77f,2008,10
37964,5,77f,2008,11
37965,9,77f,2008,12
37966,5,77f,2009,01
37967,2,77f,2009,02
37968,4,77f,2009,03
37969,3,77f,2009,04
37970,6,77f,2009,05
37971,4,77f,2009,06
37972,2,77f,2009,07
37973,3,77f,2009,08
37974,4,77f,2009,09
37975,4,77f,2009,10
37976,3,77f,2009,11
37977,4,77f,2009,12
37978,9,77f,2010,01
37979,3,77f,2010,02
37980,4,77f,2010,03
37981,4,77f,2010,04
37982,8,77f,2010,05
37983,1,77f,2010,06
37984,1,77f,2010,07
37985,4,77f,2010,08
37986,1,77f,2010,09
37987,1,77f,2010,10
37988,6,77f,2010,11
37989,2,77f,2010,12
37990,5,77f,2011,01
37991,1,77f,2011,02
37992,4,77f,2011,03
37993,6,77f,2011,04
37994,6,77f,2011,05
37995,1,77f,2011,06
37996,3,77f,2011,07
37997,2,77f,2011,08
37998,1,77f,2011,10
37999,3,77f,2011,11
38000,4,77f,2011,12
38001,3,77f,2012,01
38002,1,77f,2012,02
38003,1,77f,2012,03
38004,3,77f,2012,04
38005,2,77f,2012,05
38006,1,77f,2012,06
38007,3,77f,2012,07
38008,2,77f,2012,09
38009,1,77f,2012,10
38010,3,77f,2012,11
38011,7,77f,2012,12
38012,4,77f,2013,01
38013,1,77f,2013,02
38014,2,77f,2013,03
38015,3,77f,2013,04
38016,2,77f,2013,05
38017,4,77f,2013,06
38018,7,77f,2013,07
38019,3,77f,2013,08
38020,11,77f,2013,09
38021,10,77f,2013,10
38022,11,77f,2013,11
38023,21,77f,2013,12
38024,12,77f,2014,01
38025,11,77f,2014,02
38026,6,77f,2014,03
38027,1,77f,2014,04
38028,2,77f,2014,05
38029,2,77f,2014,06
38030,8,77f,2014,07
38031,4,77f,2014,08
38032,3,77f,2014,09
38033,1,77f,2014,10
38034,7,77f,2014,11
38035,13,77f,2014,12
38036,10,77f,2015,01
38037,10,77f,2015,02
38038,2,77f,2015,03
38039,8,77f,2015,04
38040,5,77f,2015,05
38041,1,77f,2015,06
38042,2,77f,2015,07
38043,1,77f,2015,08
38044,3,77f,2015,09
38045,5,77f,2015,10
38046,1,77f,2015,11
38047,12,77f,2015,12
38048,7,77f,2016,01
38049,2,77f,2016,02
38050,3,77f,2016,03
38051,2,77f,2016,04
38052,1,77f,2016,05
38053,4,77f,2016,06
38054,3,77f,2016,07
38055,2,77f,2016,08
38056,2,77f,2016,09
38057,1,77f,2016,10
38058,6,77f,2016,11
38059,5,77f,2016,12
38060,3,77f,2017,01
38061,2,77f,2017,02
38062,2,78a,2005,04
38063,1,78a,2005,05
38064,5,78a,2005,06
38065,2,78a,2005,07
38066,2,78a,2005,08
38067,2,78a,2005,09
38068,3,78a,2005,10
38069,1,78a,2005,11
38070,5,78a,2005,12
38071,4,78a,2006,01
38072,1,78a,2006,03
38073,2,78a,2006,04
38074,3,78a,2006,05
38075,2,78a,2006,06
38076,4,78a,2006,07
38077,3,78a,2006,08
38078,3,78a,2006,09
38079,2,78a,2006,10
38080,4,78a,2006,11
38081,2,78a,2006,12
38082,4,78a,2007,01
38083,1,78a,2007,02
38084,2,78a,2007,04
38085,2,78a,2007,05
38086,4,78a,2007,06
38087,1,78a,2007,07
38088,2,78a,2007,08
38089,1,78a,2007,09
38090,4,78a,2007,10
38091,5,78a,2007,11
38092,5,78a,2007,12
38093,3,78a,2008,01
38094,2,78a,2008,02
38095,4,78a,2008,03
38096,5,78a,2008,04
38097,5,78a,2008,05
38098,6,78a,2008,06
38099,3,78a,2008,07
38100,2,78a,2008,09
38101,3,78a,2008,10
38102,4,78a,2008,11
38103,10,78a,2008,12
38104,6,78a,2009,01
38105,3,78a,2009,02
38106,4,78a,2009,03
38107,4,78a,2009,04
38108,1,78a,2009,05
38109,1,78a,2009,06
38110,2,78a,2009,07
38111,2,78a,2009,08
38112,4,78a,2009,09
38113,3,78a,2009,10
38114,3,78a,2009,11
38115,1,78a,2009,12
38116,1,78a,2010,01
38117,1,78a,2010,02
38118,2,78a,2010,03
38119,1,78a,2010,04
38120,11,78a,2010,05
38121,3,78a,2010,06
38122,1,78a,2010,07
38123,7,78a,2010,08
38124,3,78a,2010,09
38125,4,78a,2010,10
38126,3,78a,2010,11
38127,8,78a,2010,12
38128,5,78a,2011,01
38129,3,78a,2011,02
38130,1,78a,2011,03
38131,2,78a,2011,04
38132,3,78a,2011,05
38133,4,78a,2011,06
38134,5,78a,2011,07
38135,5,78a,2011,08
38136,2,78a,2011,09
38137,2,78a,2011,10
38138,4,78a,2011,12
38139,3,78a,2012,01
38140,2,78a,2012,02
38141,2,78a,2012,03
38142,1,78a,2012,04
38143,1,78a,2012,05
38144,3,78a,2012,07
38145,1,78a,2012,08
38146,5,78a,2012,09
38147,3,78a,2012,10
38148,2,78a,2012,11
38149,5,78a,2012,12
38150,6,78a,2013,01
38151,1,78a,2013,02
38152,1,78a,2013,03
38153,3,78a,2013,04
38154,3,78a,2013,05
38155,2,78a,2013,06
38156,5,78a,2013,07
38157,2,78a,2013,08
38158,1,78a,2013,09
38159,8,78a,2013,10
38160,3,78a,2013,11
38161,8,78a,2013,12
38162,3,78a,2014,01
38163,4,78a,2014,02
38164,7,78a,2014,03
38165,2,78a,2014,04
38166,4,78a,2014,05
38167,2,78a,2014,06
38168,2,78a,2014,07
38169,2,78a,2014,08
38170,2,78a,2014,09
38171,2,78a,2014,10
38172,2,78a,2014,11
38173,13,78a,2014,12
38174,4,78a,2015,01
38175,1,78a,2015,02
38176,1,78a,2015,03
38177,1,78a,2015,04
38178,6,78a,2015,05
38179,4,78a,2015,06
38180,7,78a,2015,07
38181,3,78a,2015,08
38182,3,78a,2015,09
38183,1,78a,2015,10
38184,4,78a,2015,11
38185,6,78a,2015,12
38186,6,78a,2016,01
38187,4,78a,2016,02
38188,2,78a,2016,03
38189,3,78a,2016,04
38190,4,78a,2016,07
38191,4,78a,2016,08
38192,4,78a,2016,09
38193,5,78a,2016,11
38194,2,78a,2016,12
38195,4,78a,2017,01
38196,4,78a,2017,02
38197,1,78b,2005,04
38198,5,78b,2005,05
38199,4,78b,2005,06
38200,2,78b,2005,07
38201,3,78b,2005,08
38202,2,78b,2005,10
38203,1,78b,2005,11
38204,1,78b,2005,12
38205,2,78b,2006,01
38206,2,78b,2006,02
38207,1,78b,2006,04
38208,2,78b,2006,05
38209,1,78b,2006,06
38210,2,78b,2006,08
38211,1,78b,2006,09
38212,2,78b,2006,10
38213,1,78b,2006,11
38214,1,78b,2006,12
38215,2,78b,2007,01
38216,2,78b,2007,02
38217,1,78b,2007,03
38218,1,78b,2007,06
38219,1,78b,2007,07
38220,4,78b,2007,08
38221,2,78b,2007,10
38222,2,78b,2007,12
38223,2,78b,2008,01
38224,4,78b,2008,02
38225,2,78b,2008,03
38226,1,78b,2008,04
38227,2,78b,2008,05
38228,2,78b,2008,06
38229,1,78b,2008,07
38230,1,78b,2008,09
38231,1,78b,2008,10
38232,1,78b,2008,12
38233,1,78b,2009,01
38234,1,78b,2009,02
38235,1,78b,2009,03
38236,2,78b,2009,04
38237,1,78b,2009,06
38238,1,78b,2009,07
38239,2,78b,2009,08
38240,1,78b,2009,09
38241,1,78b,2009,10
38242,1,78b,2009,11
38243,1,78b,2009,12
38244,1,78b,2010,01
38245,2,78b,2010,02
38246,3,78b,2010,03
38247,1,78b,2010,05
38248,2,78b,2010,07
38249,2,78b,2010,08
38250,1,78b,2010,11
38251,2,78b,2010,12
38252,4,78b,2011,01
38253,2,78b,2011,05
38254,1,78b,2011,07
38255,1,78b,2011,08
38256,2,78b,2011,09
38257,1,78b,2011,10
38258,1,78b,2011,11
38259,2,78b,2012,01
38260,1,78b,2012,02
38261,2,78b,2012,03
38262,1,78b,2012,04
38263,1,78b,2012,05
38264,1,78b,2012,10
38265,1,78b,2012,11
38266,1,78b,2013,01
38267,1,78b,2013,03
38268,1,78b,2013,04
38269,4,78b,2013,05
38270,1,78b,2013,06
38271,1,78b,2013,07
38272,1,78b,2013,08
38273,2,78b,2013,09
38274,4,78b,2013,10
38275,1,78b,2013,11
38276,5,78b,2013,12
38277,2,78b,2014,01
38278,3,78b,2014,02
38279,1,78b,2014,03
38280,2,78b,2014,05
38281,4,78b,2014,06
38282,3,78b,2014,07
38283,5,78b,2014,08
38284,3,78b,2014,09
38285,2,78b,2014,10
38286,1,78b,2014,11
38287,5,78b,2014,12
38288,1,78b,2015,01
38289,3,78b,2015,03
38290,1,78b,2015,05
38291,1,78b,2015,06
38292,4,78b,2015,07
38293,6,78b,2015,08
38294,1,78b,2015,09
38295,2,78b,2015,11
38296,3,78b,2015,12
38297,1,78b,2016,01
38298,2,78b,2016,02
38299,3,78b,2016,03
38300,3,78b,2016,05
38301,2,78b,2016,06
38302,2,78b,2016,07
38303,6,78b,2016,08
38304,1,78b,2016,09
38305,1,78b,2016,10
38306,2,78b,2016,12
38307,1,78b,2017,01
38308,1,78c,2005,04
38309,4,78c,2005,05
38310,4,78c,2005,06
38311,1,78c,2005,07
38312,1,78c,2005,08
38313,3,78c,2005,09
38314,1,78c,2005,10
38315,7,78c,2005,11
38316,8,78c,2005,12
38317,4,78c,2006,01
38318,2,78c,2006,02
38319,9,78c,2006,03
38320,6,78c,2006,04
38321,8,78c,2006,05
38322,6,78c,2006,06
38323,7,78c,2006,07
38324,3,78c,2006,08
38325,3,78c,2006,09
38326,1,78c,2006,10
38327,4,78c,2006,11
38328,3,78c,2006,12
38329,2,78c,2007,01
38330,3,78c,2007,02
38331,2,78c,2007,03
38332,2,78c,2007,04
38333,3,78c,2007,05
38334,2,78c,2007,06
38335,7,78c,2007,07
38336,2,78c,2007,08
38337,6,78c,2007,10
38338,5,78c,2007,11
38339,7,78c,2007,12
38340,6,78c,2008,01
38341,2,78c,2008,02
38342,4,78c,2008,03
38343,2,78c,2008,04
38344,7,78c,2008,05
38345,4,78c,2008,06
38346,2,78c,2008,07
38347,4,78c,2008,08
38348,2,78c,2008,09
38349,2,78c,2008,10
38350,4,78c,2008,11
38351,4,78c,2008,12
38352,2,78c,2009,01
38353,3,78c,2009,02
38354,4,78c,2009,03
38355,4,78c,2009,04
38356,6,78c,2009,05
38357,4,78c,2009,06
38358,2,78c,2009,08
38359,4,78c,2009,09
38360,2,78c,2009,10
38361,6,78c,2009,11
38362,8,78c,2009,12
38363,5,78c,2010,01
38364,4,78c,2010,02
38365,3,78c,2010,03
38366,2,78c,2010,04
38367,3,78c,2010,05
38368,3,78c,2010,06
38369,3,78c,2010,07
38370,4,78c,2010,08
38371,4,78c,2010,09
38372,2,78c,2010,10
38373,4,78c,2010,11
38374,3,78c,2010,12
38375,4,78c,2011,01
38376,3,78c,2011,02
38377,3,78c,2011,03
38378,6,78c,2011,04
38379,8,78c,2011,05
38380,5,78c,2011,06
38381,3,78c,2011,07
38382,3,78c,2011,08
38383,7,78c,2011,10
38384,4,78c,2011,11
38385,8,78c,2011,12
38386,2,78c,2012,01
38387,1,78c,2012,02
38388,4,78c,2012,03
38389,3,78c,2012,04
38390,4,78c,2012,05
38391,3,78c,2012,06
38392,7,78c,2012,07
38393,5,78c,2012,08
38394,5,78c,2012,09
38395,2,78c,2012,11
38396,6,78c,2012,12
38397,5,78c,2013,01
38398,6,78c,2013,02
38399,3,78c,2013,03
38400,5,78c,2013,04
38401,6,78c,2013,05
38402,15,78c,2013,06
38403,20,78c,2013,07
38404,18,78c,2013,08
38405,15,78c,2013,09
38406,16,78c,2013,10
38407,19,78c,2013,11
38408,18,78c,2013,12
38409,10,78c,2014,01
38410,14,78c,2014,02
38411,5,78c,2014,03
38412,15,78c,2014,04
38413,5,78c,2014,05
38414,15,78c,2014,06
38415,12,78c,2014,07
38416,9,78c,2014,08
38417,14,78c,2014,09
38418,8,78c,2014,10
38419,15,78c,2014,11
38420,19,78c,2014,12
38421,9,78c,2015,01
38422,7,78c,2015,02
38423,15,78c,2015,03
38424,6,78c,2015,04
38425,16,78c,2015,05
38426,5,78c,2015,06
38427,10,78c,2015,07
38428,13,78c,2015,08
38429,5,78c,2015,09
38430,6,78c,2015,10
38431,14,78c,2015,11
38432,26,78c,2015,12
38433,13,78c,2016,01
38434,13,78c,2016,02
38435,8,78c,2016,03
38436,6,78c,2016,04
38437,5,78c,2016,05
38438,9,78c,2016,06
38439,8,78c,2016,07
38440,11,78c,2016,08
38441,6,78c,2016,09
38442,7,78c,2016,10
38443,9,78c,2016,11
38444,22,78c,2016,12
38445,4,78c,2017,01
38446,7,78c,2017,02
38447,1,78d,2005,04
38448,8,78d,2005,05
38449,2,78d,2005,06
38450,9,78d,2005,07
38451,2,78d,2005,08
38452,3,78d,2005,09
38453,3,78d,2005,10
38454,1,78d,2005,11
38455,9,78d,2005,12
38456,6,78d,2006,01
38457,5,78d,2006,02
38458,3,78d,2006,03
38459,2,78d,2006,04
38460,6,78d,2006,05
38461,5,78d,2006,06
38462,5,78d,2006,07
38463,3,78d,2006,08
38464,2,78d,2006,09
38465,2,78d,2006,10
38466,7,78d,2006,11
38467,14,78d,2006,12
38468,7,78d,2007,01
38469,8,78d,2007,02
38470,5,78d,2007,03
38471,6,78d,2007,04
38472,1,78d,2007,05
38473,7,78d,2007,06
38474,5,78d,2007,07
38475,7,78d,2007,08
38476,4,78d,2007,09
38477,7,78d,2007,10
38478,9,78d,2007,11
38479,10,78d,2007,12
38480,9,78d,2008,01
38481,5,78d,2008,02
38482,3,78d,2008,03
38483,7,78d,2008,04
38484,6,78d,2008,05
38485,6,78d,2008,06
38486,4,78d,2008,07
38487,5,78d,2008,08
38488,5,78d,2008,09
38489,3,78d,2008,10
38490,7,78d,2008,11
38491,8,78d,2008,12
38492,9,78d,2009,01
38493,1,78d,2009,02
38494,2,78d,2009,03
38495,6,78d,2009,04
38496,7,78d,2009,05
38497,7,78d,2009,06
38498,2,78d,2009,07
38499,5,78d,2009,08
38500,6,78d,2009,09
38501,4,78d,2009,11
38502,6,78d,2009,12
38503,2,78d,2010,01
38504,4,78d,2010,02
38505,6,78d,2010,03
38506,6,78d,2010,04
38507,4,78d,2010,05
38508,10,78d,2010,06
38509,4,78d,2010,08
38510,5,78d,2010,09
38511,2,78d,2010,10
38512,2,78d,2010,11
38513,2,78d,2010,12
38514,10,78d,2011,01
38515,4,78d,2011,02
38516,6,78d,2011,03
38517,2,78d,2011,04
38518,8,78d,2011,05
38519,6,78d,2011,06
38520,5,78d,2011,07
38521,4,78d,2011,08
38522,7,78d,2011,09
38523,7,78d,2011,10
38524,10,78d,2011,11
38525,8,78d,2011,12
38526,4,78d,2012,01
38527,12,78d,2012,02
38528,4,78d,2012,03
38529,2,78d,2012,04
38530,2,78d,2012,05
38531,3,78d,2012,06
38532,1,78d,2012,07
38533,5,78d,2012,08
38534,2,78d,2012,09
38535,4,78d,2012,10
38536,3,78d,2012,11
38537,1,78d,2012,12
38538,6,78d,2013,01
38539,2,78d,2013,02
38540,6,78d,2013,03
38541,5,78d,2013,04
38542,11,78d,2013,05
38543,16,78d,2013,06
38544,15,78d,2013,07
38545,30,78d,2013,08
38546,18,78d,2013,09
38547,31,78d,2013,10
38548,22,78d,2013,11
38549,29,78d,2013,12
38550,16,78d,2014,01
38551,9,78d,2014,02
38552,13,78d,2014,03
38553,13,78d,2014,04
38554,16,78d,2014,05
38555,21,78d,2014,06
38556,14,78d,2014,07
38557,9,78d,2014,08
38558,16,78d,2014,09
38559,23,78d,2014,10
38560,11,78d,2014,11
38561,24,78d,2014,12
38562,19,78d,2015,01
38563,11,78d,2015,02
38564,12,78d,2015,03
38565,8,78d,2015,04
38566,9,78d,2015,05
38567,20,78d,2015,06
38568,8,78d,2015,07
38569,15,78d,2015,08
38570,18,78d,2015,09
38571,15,78d,2015,10
38572,22,78d,2015,11
38573,21,78d,2015,12
38574,19,78d,2016,01
38575,12,78d,2016,02
38576,18,78d,2016,03
38577,18,78d,2016,04
38578,16,78d,2016,05
38579,20,78d,2016,06
38580,16,78d,2016,07
38581,11,78d,2016,08
38582,11,78d,2016,09
38583,15,78d,2016,10
38584,7,78d,2016,11
38585,22,78d,2016,12
38586,20,78d,2017,01
38587,8,78d,2017,02
38588,1,78e,2005,12
38589,1,78e,2006,05
38590,1,78e,2006,10
38591,1,78e,2007,02
