,number_of_incidents,code,year,month,hour
142739,1,90d,2010,10,14
142740,1,90d,2010,10,18
142741,1,90d,2010,11,17
142742,1,90d,2010,11,21
142743,3,90d,2010,12,11
142744,3,90d,2010,12,16
142745,1,90d,2011,01,14
142746,1,90d,2011,01,16
142747,1,90d,2011,01,23
142748,1,90d,2011,01,9
142749,1,90d,2011,02,11
142750,1,90d,2011,02,12
142751,2,90d,2011,02,13
142752,1,90d,2011,02,17
142753,3,90d,2011,02,18
142754,1,90d,2011,02,19
142755,1,90d,2011,03,12
142756,1,90d,2011,03,13
142757,1,90d,2011,03,16
142758,1,90d,2011,03,5
142759,1,90d,2011,04,10
142760,1,90d,2011,04,15
142761,1,90d,2011,04,17
142762,1,90d,2011,04,18
142763,1,90d,2011,04,2
142764,3,90d,2011,04,21
142765,1,90d,2011,04,22
142766,1,90d,2011,05,16
142767,1,90d,2011,05,23
142768,1,90d,2011,05,4
142769,1,90d,2011,05,9
142770,2,90d,2011,06,10
142771,2,90d,2011,06,22
142772,1,90d,2011,06,8
142773,1,90d,2011,07,11
142774,1,90d,2011,07,12
142775,1,90d,2011,07,13
142776,1,90d,2011,07,15
142777,1,90d,2011,07,17
142778,2,90d,2011,07,19
142779,1,90d,2011,08,10
142780,1,90d,2011,08,18
142781,1,90d,2011,08,20
142782,1,90d,2011,08,3
142783,1,90d,2011,08,6
142784,1,90d,2011,08,9
142785,1,90d,2011,09,12
142786,1,90d,2011,09,17
142787,1,90d,2011,09,19
142788,1,90d,2011,09,3
142789,1,90d,2011,10,0
142790,1,90d,2011,10,12
142791,1,90d,2011,10,13
142792,1,90d,2011,10,14
142793,2,90d,2011,10,15
142794,1,90d,2011,10,6
142795,1,90d,2011,10,9
142796,1,90d,2011,11,16
142797,1,90d,2011,11,17
142798,1,90d,2011,11,19
142799,1,90d,2011,11,22
142800,1,90d,2011,11,5
142801,1,90d,2011,11,8
142802,1,90d,2011,12,10
142803,1,90d,2011,12,15
142804,1,90d,2011,12,18
142805,2,90d,2011,12,20
142806,1,90d,2012,01,12
142807,1,90d,2012,01,9
142808,1,90d,2012,02,10
142809,1,90d,2012,02,12
142810,1,90d,2012,02,6
142811,1,90d,2012,03,10
142812,1,90d,2012,03,11
142813,1,90d,2012,03,13
142814,1,90d,2012,03,23
142815,1,90d,2012,04,11
142816,1,90d,2012,04,12
142817,1,90d,2012,05,12
142818,1,90d,2012,05,13
142819,1,90d,2012,05,15
142820,1,90d,2012,05,21
142821,1,90d,2012,06,0
142822,2,90d,2012,06,10
142823,1,90d,2012,06,12
142824,1,90d,2012,06,18
142825,1,90d,2012,06,21
142826,1,90d,2012,07,12
142827,2,90d,2012,07,15
142828,1,90d,2012,07,16
142829,1,90d,2012,07,17
142830,1,90d,2012,07,20
142831,1,90d,2012,07,5
142832,1,90d,2012,08,22
142833,1,90d,2012,09,11
142834,2,90d,2012,09,14
142835,1,90d,2012,09,16
142836,1,90d,2012,09,21
142837,1,90d,2012,09,23
142838,1,90d,2012,09,9
142839,1,90d,2012,10,14
142840,1,90d,2012,10,15
142841,1,90d,2012,10,20
142842,1,90d,2012,10,23
142843,1,90d,2012,11,11
142844,1,90d,2012,11,18
142845,1,90d,2012,11,9
142846,1,90d,2012,12,12
142847,1,90d,2012,12,13
142848,1,90d,2012,12,15
142849,1,90d,2013,01,10
142850,1,90d,2013,01,11
142851,1,90d,2013,01,12
142852,1,90d,2013,01,4
142853,1,90d,2013,02,0
142854,1,90d,2013,02,13
142855,1,90d,2013,02,19
142856,2,90d,2013,02,6
142857,1,90d,2013,02,8
142858,1,90d,2013,03,17
142859,1,90d,2013,03,8
142860,1,90d,2013,04,10
142861,1,90d,2013,04,12
142862,1,90d,2013,04,15
142863,1,90d,2013,04,18
142864,1,90d,2013,05,13
142865,1,90d,2013,06,0
142866,1,90d,2013,06,14
142867,1,90d,2013,06,15
142868,1,90d,2013,06,6
142869,1,90d,2013,06,9
142870,1,90d,2013,07,12
142871,2,90d,2013,07,14
142872,1,90d,2013,07,16
142873,1,90d,2013,07,22
142874,1,90d,2013,08,10
142875,3,90d,2013,08,14
142876,2,90d,2013,08,15
142877,1,90d,2013,08,17
142878,1,90d,2013,08,7
142879,1,90d,2013,08,8
142880,2,90d,2013,08,9
142881,2,90d,2013,09,11
142882,2,90d,2013,09,12
142883,2,90d,2013,09,14
142884,1,90d,2013,09,16
142885,1,90d,2013,09,9
142886,1,90d,2013,10,10
142887,1,90d,2013,10,11
142888,2,90d,2013,10,13
142889,1,90d,2013,10,14
142890,1,90d,2013,10,15
142891,1,90d,2013,10,19
142892,3,90d,2013,10,8
142893,2,90d,2013,10,9
142894,1,90d,2013,11,10
142895,1,90d,2013,11,11
142896,1,90d,2013,11,12
142897,2,90d,2013,11,13
142898,1,90d,2013,11,16
142899,1,90d,2013,11,18
142900,1,90d,2013,11,3
142901,1,90d,2013,11,7
142902,1,90d,2013,11,8
142903,4,90d,2013,11,9
142904,1,90d,2013,12,1
142905,2,90d,2013,12,10
142906,1,90d,2013,12,14
142907,2,90d,2013,12,15
142908,1,90d,2013,12,16
142909,2,90d,2013,12,17
142910,1,90d,2013,12,21
142911,1,90d,2013,12,8
142912,1,90d,2014,01,1
142913,2,90d,2014,01,11
142914,2,90d,2014,01,12
142915,1,90d,2014,01,13
142916,2,90d,2014,01,15
142917,2,90d,2014,01,3
142918,1,90d,2014,02,13
142919,1,90d,2014,02,17
142920,1,90d,2014,03,10
142921,1,90d,2014,03,15
142922,2,90d,2014,03,16
142923,1,90d,2014,03,17
142924,1,90d,2014,03,19
142925,1,90d,2014,03,8
142926,1,90d,2014,04,12
142927,1,90d,2014,05,10
142928,1,90d,2014,05,11
142929,1,90d,2014,05,12
142930,1,90d,2014,05,13
142931,2,90d,2014,05,17
142932,1,90d,2014,05,22
142933,1,90d,2014,06,1
142934,2,90d,2014,06,11
142935,2,90d,2014,06,14
142936,1,90d,2014,06,15
142937,1,90d,2014,06,17
142938,1,90d,2014,06,2
142939,1,90d,2014,06,3
142940,1,90d,2014,07,0
142941,1,90d,2014,07,11
142942,1,90d,2014,07,12
142943,1,90d,2014,07,13
142944,1,90d,2014,07,15
142945,1,90d,2014,07,17
142946,1,90d,2014,07,18
142947,1,90d,2014,07,19
142948,1,90d,2014,07,20
142949,1,90d,2014,07,23
142950,1,90d,2014,08,11
142951,1,90d,2014,08,12
142952,1,90d,2014,08,23
142953,1,90d,2014,08,4
142954,1,90d,2014,08,8
142955,1,90d,2014,09,0
142956,1,90d,2014,09,18
142957,1,90d,2014,09,23
142958,1,90d,2014,10,1
142959,2,90d,2014,10,10
142960,1,90d,2014,10,11
142961,2,90d,2014,10,12
142962,1,90d,2014,10,13
142963,1,90d,2014,10,17
142964,1,90d,2014,10,21
142965,1,90d,2014,11,10
142966,1,90d,2014,11,15
142967,1,90d,2014,11,18
142968,1,90d,2014,11,20
142969,1,90d,2014,11,21
142970,1,90d,2014,11,9
142971,1,90d,2014,12,10
142972,1,90d,2014,12,13
142973,1,90d,2014,12,14
142974,1,90d,2014,12,17
142975,1,90d,2014,12,19
142976,2,90d,2014,12,20
142977,2,90d,2014,12,21
142978,2,90d,2015,01,10
142979,1,90d,2015,01,17
142980,1,90d,2015,01,3
142981,2,90d,2015,01,8
142982,1,90d,2015,01,9
142983,1,90d,2015,02,13
142984,1,90d,2015,02,15
142985,1,90d,2015,03,10
142986,1,90d,2015,03,11
142987,1,90d,2015,03,12
142988,1,90d,2015,03,13
142989,2,90d,2015,03,14
142990,1,90d,2015,03,17
142991,2,90d,2015,03,19
142992,2,90d,2015,03,22
142993,1,90d,2015,03,9
142994,1,90d,2015,04,21
142995,4,90d,2015,04,22
142996,1,90d,2015,04,7
142997,1,90d,2015,05,0
142998,1,90d,2015,05,12
142999,1,90d,2015,05,16
143000,1,90d,2015,05,22
143001,1,90d,2015,05,23
143002,1,90d,2015,06,10
143003,1,90d,2015,06,13
143004,2,90d,2015,06,16
143005,1,90d,2015,06,4
143006,1,90d,2015,06,9
143007,1,90d,2015,07,12
143008,4,90d,2015,07,14
143009,3,90d,2015,07,15
143010,2,90d,2015,07,16
143011,1,90d,2015,07,18
143012,1,90d,2015,07,22
143013,1,90d,2015,08,1
143014,1,90d,2015,08,10
143015,1,90d,2015,08,12
143016,1,90d,2015,08,13
143017,1,90d,2015,08,15
143018,1,90d,2015,08,17
143019,1,90d,2015,08,18
143020,1,90d,2015,08,6
143021,3,90d,2015,09,0
143022,2,90d,2015,09,17
143023,1,90d,2015,09,18
143024,1,90d,2015,09,19
143025,1,90d,2015,10,1
143026,1,90d,2015,10,10
143027,1,90d,2015,10,12
143028,1,90d,2015,10,2
143029,1,90d,2015,10,7
143030,3,90d,2015,10,8
143031,1,90d,2015,11,11
143032,1,90d,2015,11,12
143033,2,90d,2015,11,15
143034,1,90d,2015,11,18
143035,1,90d,2015,11,4
143036,1,90d,2015,12,14
143037,1,90d,2015,12,16
143038,1,90d,2015,12,23
143039,1,90d,2016,01,12
143040,1,90d,2016,01,22
143041,2,90d,2016,01,9
143042,1,90d,2016,02,11
143043,1,90d,2016,02,12
143044,1,90d,2016,02,14
143045,1,90d,2016,03,4
143046,2,90d,2016,04,11
143047,1,90d,2016,04,14
143048,1,90d,2016,05,11
143049,1,90d,2016,05,14
143050,1,90d,2016,05,17
143051,1,90d,2016,05,21
143052,1,90d,2016,05,6
143053,1,90d,2016,05,7
143054,1,90d,2016,06,10
143055,3,90d,2016,06,13
143056,1,90d,2016,06,14
143057,1,90d,2016,06,17
143058,1,90d,2016,06,2
143059,2,90d,2016,06,6
143060,2,90d,2016,07,10
143061,1,90d,2016,07,14
143062,1,90d,2016,07,17
143063,1,90d,2016,07,18
143064,1,90d,2016,07,4
143065,2,90d,2016,08,10
143066,1,90d,2016,08,14
143067,1,90d,2016,08,15
143068,1,90d,2016,08,16
143069,1,90d,2016,08,18
143070,2,90d,2016,08,19
143071,1,90d,2016,08,20
143072,1,90d,2016,08,9
143073,1,90d,2016,09,10
143074,1,90d,2016,09,13
143075,1,90d,2016,09,17
143076,1,90d,2016,09,21
143077,2,90d,2016,09,7
143078,1,90d,2016,09,9
143079,1,90d,2016,10,12
143080,1,90d,2016,10,14
143081,1,90d,2016,10,8
143082,1,90d,2016,11,11
143083,2,90d,2016,11,12
143084,1,90d,2016,11,15
143085,1,90d,2016,11,19
143086,2,90d,2016,11,22
143087,2,90d,2016,11,9
143088,1,90d,2016,12,1
143089,2,90d,2016,12,12
143090,1,90d,2016,12,20
143091,1,90d,2016,12,23
143092,1,90d,2016,12,4
143093,1,90d,2016,12,8
143094,1,90d,2017,01,12
143095,1,90d,2017,01,14
143096,1,90d,2017,01,2
143097,1,90d,2017,01,20
143098,1,90d,2017,01,21
143099,2,90d,2017,01,23
143100,1,90d,2017,01,8
143101,1,90d,2017,01,9
143102,2,90d,2017,02,12
143103,1,90d,2017,02,13
143104,1,90e,2005,06,21
143105,1,90e,2005,07,10
143106,1,90e,2005,08,1
143107,1,90e,2006,07,21
143108,1,90e,2006,08,10
143109,1,90e,2006,08,12
143110,1,90e,2007,01,0
143111,1,90e,2007,01,15
143112,1,90e,2007,04,15
143113,1,90e,2007,08,8
143114,1,90e,2008,06,14
143115,1,90e,2008,10,7
143116,1,90e,2009,01,12
143117,1,90e,2009,02,22
143118,1,90e,2009,02,23
143119,1,90e,2009,04,15
143120,1,90e,2009,04,3
143121,2,90e,2010,03,11
143122,1,90e,2010,06,0
143123,1,90e,2011,05,15
143124,1,90e,2011,06,8
143125,1,90e,2011,07,9
143126,1,90e,2011,08,21
143127,1,90e,2011,09,12
143128,1,90e,2011,10,0
143129,1,90e,2011,11,11
143130,1,90e,2011,12,21
143131,1,90e,2012,01,11
143132,1,90e,2012,03,13
143133,1,90e,2012,05,17
143134,1,90e,2012,07,17
143135,1,90e,2012,12,12
143136,1,90e,2013,06,15
143137,1,90e,2013,06,17
143138,1,90e,2013,06,20
143139,1,90e,2013,06,22
143140,1,90e,2013,07,0
143141,1,90e,2013,07,16
143142,3,90e,2013,08,17
143143,1,90e,2013,08,9
143144,1,90e,2013,09,17
143145,2,90e,2013,09,19
143146,1,90e,2013,09,23
143147,2,90e,2013,09,3
143148,1,90e,2013,09,6
143149,4,90e,2013,09,7
143150,1,90e,2013,09,8
143151,1,90e,2013,10,0
143152,4,90e,2013,10,15
143153,1,90e,2013,10,16
143154,1,90e,2013,10,2
143155,1,90e,2013,10,20
143156,1,90e,2013,10,21
143157,1,90e,2013,10,4
143158,1,90e,2013,11,11
143159,1,90e,2013,11,9
143160,1,90e,2013,12,13
143161,2,90e,2014,01,10
143162,1,90e,2014,01,19
143163,2,90e,2014,01,9
143164,1,90e,2014,02,16
143165,1,90e,2014,03,0
143166,1,90e,2014,04,17
143167,2,90e,2014,06,10
143168,1,90e,2014,06,19
143169,2,90e,2014,06,8
143170,1,90e,2014,06,9
143171,1,90e,2014,07,1
143172,1,90e,2014,07,10
143173,1,90e,2014,07,12
143174,1,90e,2014,07,14
143175,1,90e,2014,07,19
143176,1,90e,2014,07,21
143177,1,90e,2014,07,23
143178,2,90e,2014,07,3
143179,1,90e,2014,07,4
143180,2,90e,2014,08,0
143181,3,90e,2014,08,1
143182,1,90e,2014,08,2
143183,1,90e,2014,08,21
143184,1,90e,2014,08,22
143185,1,90e,2014,08,9
143186,1,90e,2014,09,1
143187,1,90e,2014,09,10
143188,1,90e,2014,09,12
143189,1,90e,2014,09,14
143190,1,90e,2014,10,10
143191,2,90e,2014,10,11
143192,2,90e,2014,10,13
143193,1,90e,2014,11,13
143194,2,90e,2014,12,10
143195,2,90e,2014,12,11
143196,1,90e,2014,12,12
143197,5,90e,2014,12,13
143198,1,90e,2014,12,14
143199,1,90e,2014,12,19
143200,2,90e,2014,12,23
143201,1,90e,2015,01,12
143202,1,90e,2015,02,11
143203,1,90e,2015,02,14
143204,1,90e,2015,03,12
143205,1,90e,2015,03,13
143206,1,90e,2015,03,14
143207,1,90e,2015,03,18
143208,2,90e,2015,03,23
143209,1,90e,2015,04,10
143210,1,90e,2015,04,14
143211,1,90e,2015,04,7
143212,1,90e,2015,06,13
143213,1,90e,2015,06,19
143214,1,90e,2015,06,21
143215,1,90e,2015,07,14
143216,1,90e,2015,07,7
143217,1,90e,2015,07,9
143218,1,90e,2015,08,0
143219,1,90e,2015,08,13
143220,1,90e,2015,08,20
143221,1,90e,2015,10,1
143222,1,90e,2015,10,13
143223,1,90e,2015,10,16
143224,1,90e,2015,12,13
143225,2,90e,2015,12,14
143226,1,90e,2016,02,13
143227,2,90e,2016,03,21
143228,1,90e,2016,04,14
143229,1,90e,2016,04,8
143230,1,90e,2016,05,11
143231,1,90e,2016,07,16
143232,1,90e,2016,08,18
143233,1,90e,2016,08,6
143234,1,90e,2016,09,20
143235,1,90e,2016,11,10
143236,1,90e,2016,11,14
143237,1,90e,2016,11,20
143238,2,90e,2017,01,11
143239,1,90e,2017,01,2
143240,1,90e,2017,01,7
143241,1,90i,2005,06,2
143242,1,90i,2005,06,21
143243,1,90i,2005,11,20
143244,1,90i,2006,02,11
143245,1,90i,2006,07,13
143246,1,90i,2006,07,16
143247,1,90i,2006,07,20
143248,1,90i,2006,08,22
143249,1,90i,2006,09,21
143250,1,90i,2007,01,13
143251,1,90i,2007,02,8
143252,1,90i,2007,04,13
143253,1,90i,2007,05,21
143254,1,90i,2007,07,21
143255,1,90i,2007,08,10
143256,1,90i,2007,08,21
143257,1,90i,2007,09,0
143258,1,90i,2007,09,2
143259,1,90i,2007,10,0
143260,1,90i,2007,10,22
143261,1,90i,2007,12,16
143262,1,90i,2008,03,11
143263,1,90i,2008,07,22
143264,1,90i,2008,09,9
143265,1,90i,2008,10,16
143266,1,90i,2008,10,8
143267,1,90i,2008,10,9
143268,1,90i,2008,11,19
143269,1,90i,2008,11,7
143270,1,90i,2008,12,16
143271,1,90i,2008,12,9
143272,1,90i,2009,01,10
143273,1,90i,2009,01,23
143274,1,90i,2009,01,5
143275,1,90i,2009,01,8
143276,1,90i,2009,10,1
143277,1,90i,2009,11,12
143278,1,90i,2010,01,19
143279,1,90i,2010,04,12
143280,1,90i,2010,06,12
143281,1,90i,2010,06,6
143282,1,90i,2010,12,0
143283,1,90i,2010,12,17
143284,1,90i,2010,12,8
143285,1,90i,2011,01,22
143286,1,90i,2011,01,9
143287,1,90i,2011,02,22
143288,1,90i,2011,02,9
143289,1,90i,2011,03,11
143290,1,90i,2011,04,15
143291,1,90i,2011,07,17
143292,1,90i,2011,12,22
143293,1,90i,2012,01,10
143294,1,90i,2012,06,16
143295,1,90i,2012,09,4
143296,1,90i,2012,11,12
143297,1,90i,2013,03,9
143298,1,90i,2013,04,12
143299,1,90i,2013,04,21
143300,1,90i,2013,04,7
143301,1,90i,2013,05,10
143302,1,90i,2013,06,12
143303,1,90i,2013,06,13
143304,1,90i,2013,07,17
143305,1,90i,2013,07,7
143306,1,90i,2013,07,8
143307,1,90i,2013,08,12
143308,1,90i,2013,08,21
143309,1,90i,2013,08,7
143310,1,90i,2013,10,10
143311,1,90i,2013,10,14
143312,1,90i,2013,10,20
143313,1,90i,2013,10,8
143314,2,90i,2013,11,13
143315,1,90i,2013,11,3
143316,2,90i,2013,12,11
143317,4,90i,2014,03,1
143318,1,90i,2014,03,9
143319,1,90i,2014,04,8
143320,1,90i,2014,05,12
143321,1,90i,2014,06,11
143322,1,90i,2014,07,9
143323,1,90i,2014,09,11
143324,1,90i,2014,09,19
143325,1,90i,2014,10,6
143326,1,90i,2014,11,15
143327,1,90i,2014,12,14
143328,1,90i,2014,12,17
143329,1,90i,2015,01,14
143330,1,90i,2015,06,21
143331,3,90i,2015,07,14
143332,1,90i,2015,11,16
143333,1,90i,2015,11,18
143334,1,90i,2015,11,22
143335,1,90i,2015,11,23
143336,1,90i,2015,11,9
143337,2,90i,2015,12,4
143338,1,90i,2016,03,12
143339,2,90i,2016,06,12
143340,1,90i,2016,06,3
143341,1,90i,2016,07,7
143342,1,90i,2016,08,8
143343,1,90i,2016,09,11
143344,1,90i,2016,09,20
143345,1,90i,2016,10,10
143346,1,90i,2016,10,13
143347,1,90i,2016,11,2
143348,1,90i,2016,12,13
143349,1,90i,2016,12,2
143350,1,90i,2017,01,12
143351,1,90i,2017,01,16
143352,1,90j,2005,06,6
143353,1,90j,2006,04,10
143354,1,90j,2006,04,18
143355,1,90j,2006,07,19
143356,1,90j,2006,07,22
143357,1,90j,2006,07,9
143358,1,90j,2006,08,19
143359,1,90j,2006,09,12
143360,1,90j,2006,10,8
143361,1,90j,2006,11,21
143362,1,90j,2007,09,16
143363,1,90j,2007,10,17
143364,1,90j,2008,05,14
143365,1,90j,2008,06,19
143366,1,90j,2008,07,14
143367,1,90j,2008,09,17
143368,1,90j,2009,01,9
143369,1,90j,2010,05,0
143370,1,90j,2010,12,19
143371,1,90j,2011,03,20
143372,1,90j,2011,04,12
143373,1,90j,2011,05,17
143374,1,90j,2011,05,21
143375,1,90j,2011,07,9
143376,1,90j,2011,08,18
143377,1,90j,2011,11,11
143378,1,90j,2011,11,16
143379,1,90j,2012,01,11
143380,1,90j,2012,02,8
143381,1,90j,2012,03,0
143382,1,90j,2012,03,16
143383,1,90j,2012,04,16
143384,1,90j,2012,05,12
143385,1,90j,2012,05,14
143386,1,90j,2012,06,20
143387,1,90j,2012,07,8
143388,1,90j,2012,08,9
143389,1,90j,2012,11,8
143390,1,90j,2013,02,14
143391,1,90j,2013,02,7
143392,1,90j,2013,05,14
143393,1,90j,2013,05,17
143394,1,90j,2013,06,13
143395,2,90j,2013,06,7
143396,1,90j,2013,06,9
143397,1,90j,2013,07,10
143398,2,90j,2013,08,16
143399,1,90j,2013,08,9
143400,1,90j,2013,09,15
143401,1,90j,2013,10,12
143402,1,90j,2013,10,17
143403,1,90j,2013,12,8
143404,1,90j,2014,04,7
143405,1,90j,2014,05,12
143406,1,90j,2014,05,2
143407,1,90j,2014,07,2
143408,1,90j,2014,09,21
143409,1,90j,2014,10,13
143410,1,90j,2014,10,14
143411,1,90j,2014,10,7
143412,1,90j,2014,10,8
143413,1,90j,2014,11,15
143414,2,90j,2014,11,23
143415,1,90j,2015,02,16
143416,2,90j,2015,03,9
143417,1,90j,2015,04,15
143418,1,90j,2015,06,6
143419,1,90j,2015,07,13
143420,1,90j,2015,07,15
143421,1,90j,2015,07,17
143422,1,90j,2015,08,9
143423,1,90j,2015,09,18
143424,1,90j,2015,09,6
143425,1,90j,2015,09,7
143426,1,90j,2015,10,0
143427,3,90j,2015,12,17
143428,1,90j,2016,03,15
143429,1,90j,2016,05,13
143430,1,90j,2016,06,10
143431,1,90j,2016,09,10
143432,1,90j,2016,11,13
143433,1,90j,2016,12,22
143434,1,90j,2016,12,9
143435,1,91a,2005,06,11
143436,1,91a,2005,09,10
143437,1,91a,2005,10,10
143438,1,91a,2005,11,8
143439,1,91a,2006,02,0
143440,1,91a,2006,03,13
143441,1,91a,2006,07,11
143442,1,91a,2006,10,0
143443,1,91a,2006,11,18
143444,1,91a,2007,05,11
143445,1,91a,2007,05,17
143446,1,91a,2007,06,12
143447,1,91a,2007,06,14
143448,1,91a,2007,08,9
143449,1,91a,2007,09,14
143450,1,91a,2007,10,1
143451,1,91a,2007,10,12
143452,1,91a,2007,11,1
143453,1,91a,2007,11,23
143454,1,91a,2008,02,18
143455,1,91a,2008,05,12
143456,1,91a,2008,05,17
143457,1,91a,2008,06,13
143458,1,91a,2008,07,18
143459,1,91a,2008,08,0
143460,1,91a,2008,10,5
143461,1,91a,2008,12,1
143462,1,91a,2008,12,14
143463,1,91a,2009,02,18
143464,1,91a,2009,03,18
143465,1,91a,2009,03,22
143466,1,91a,2009,03,6
143467,1,91a,2009,04,10
143468,1,91a,2009,06,5
143469,1,91a,2009,07,16
143470,1,91a,2010,03,12
143471,1,91a,2010,03,13
143472,1,91a,2010,04,22
143473,1,91a,2010,05,9
143474,1,91a,2010,06,18
143475,1,91a,2011,01,19
143476,1,91a,2011,01,6
143477,1,91a,2011,02,22
143478,1,91a,2011,03,17
143479,1,91a,2011,05,11
143480,1,91a,2012,01,4
143481,1,91a,2012,05,11
143482,1,91a,2012,08,14
143483,1,91a,2012,08,16
143484,1,91a,2012,08,19
143485,1,91a,2012,10,3
143486,1,91a,2013,01,13
143487,1,91a,2013,03,11
143488,1,91a,2013,04,0
143489,1,91a,2013,04,17
143490,1,91a,2013,04,18
143491,1,91a,2013,05,7
143492,1,91a,2013,06,13
143493,1,91a,2013,06,15
143494,1,91a,2013,06,18
143495,2,91a,2013,07,13
143496,1,91a,2013,07,14
143497,2,91a,2013,07,15
143498,1,91a,2013,07,16
143499,1,91a,2013,07,17
143500,1,91a,2013,07,18
143501,1,91a,2013,07,4
143502,1,91a,2013,08,8
143503,1,91a,2013,09,13
143504,1,91a,2013,09,14
143505,3,91a,2013,09,15
143506,2,91a,2013,10,11
143507,1,91a,2013,10,17
143508,1,91a,2013,10,7
143509,1,91a,2013,10,9
143510,2,91a,2013,12,10
143511,2,91a,2013,12,16
143512,1,91a,2013,12,4
143513,1,91a,2013,12,8
143514,2,91a,2013,12,9
143515,3,91a,2014,01,11
143516,1,91a,2014,01,12
143517,1,91a,2014,01,13
143518,5,91a,2014,01,14
143519,1,91a,2014,01,15
143520,1,91a,2014,01,18
143521,1,91a,2014,02,10
143522,1,91a,2014,02,11
143523,2,91a,2014,02,14
143524,1,91a,2014,02,15
143525,1,91a,2014,02,16
143526,1,91a,2014,03,12
143527,2,91a,2014,03,16
143528,3,91a,2014,03,17
143529,1,91a,2014,03,21
143530,1,91a,2014,04,12
143531,1,91a,2014,04,13
143532,1,91a,2014,04,15
143533,1,91a,2014,04,6
143534,2,91a,2014,05,12
143535,1,91a,2014,05,17
143536,3,91a,2014,06,12
143537,1,91a,2014,06,15
143538,2,91a,2014,06,16
143539,1,91a,2014,06,9
143540,1,91a,2014,07,11
143541,1,91a,2014,07,12
143542,1,91a,2014,08,10
143543,2,91a,2014,08,12
143544,1,91a,2014,08,8
143545,2,91a,2014,09,12
143546,1,91a,2014,09,17
143547,1,91a,2014,10,12
143548,1,91a,2014,10,7
143549,1,91a,2014,10,8
143550,1,91a,2014,11,16
143551,1,91a,2014,11,18
143552,1,91a,2015,01,12
143553,1,91a,2015,01,20
143554,1,91a,2015,01,21
143555,1,91a,2015,02,10
143556,1,91a,2015,02,17
143557,1,91a,2015,03,10
143558,1,91a,2015,03,16
143559,1,91a,2015,03,2
143560,1,91a,2015,03,9
143561,1,91a,2015,04,1
143562,1,91a,2015,04,12
143563,1,91a,2015,05,15
143564,1,91a,2015,05,16
143565,1,91a,2015,05,21
143566,1,91a,2015,06,11
143567,1,91a,2015,06,12
143568,1,91a,2015,07,13
143569,1,91a,2015,07,18
143570,2,91a,2015,07,22
143571,1,91a,2015,08,18
143572,1,91a,2015,09,10
143573,1,91a,2015,09,12
143574,1,91a,2015,09,13
143575,1,91a,2015,09,15
143576,1,91a,2015,09,9
143577,1,91a,2015,10,11
143578,1,91a,2015,10,12
143579,1,91a,2015,10,20
143580,1,91a,2015,10,4
143581,1,91a,2015,11,22
143582,2,91a,2015,12,6
143583,1,91a,2016,01,13
143584,1,91a,2016,01,8
143585,1,91a,2016,02,17
143586,1,91a,2016,03,13
143587,1,91a,2016,03,18
143588,1,91a,2016,03,8
143589,2,91a,2016,05,19
143590,1,91a,2016,07,12
143591,1,91a,2016,07,20
143592,1,91a,2016,08,13
143593,1,91a,2016,08,21
143594,1,91a,2016,09,12
143595,1,91a,2016,09,15
143596,1,91a,2016,10,11
143597,2,91a,2016,10,8
143598,1,91a,2016,11,6
143599,2,91a,2016,11,9
143600,1,91a,2017,01,12
143601,1,91a,2017,01,14
143602,3,91a,2017,01,5
143603,1,91a,2017,02,8
143604,1,91b,2005,04,14
143605,1,91b,2005,04,22
143606,1,91b,2005,04,6
143607,1,91b,2005,04,7
143608,1,91b,2005,05,0
143609,1,91b,2005,05,15
143610,2,91b,2005,05,16
143611,2,91b,2005,06,11
143612,1,91b,2005,06,3
143613,1,91b,2005,07,0
143614,2,91b,2005,07,18
143615,1,91b,2005,07,2
143616,1,91b,2005,07,22
143617,1,91b,2005,08,2
143618,1,91b,2005,08,7
143619,1,91b,2005,08,8
143620,2,91b,2005,09,11
143621,1,91b,2005,09,8
143622,1,91b,2005,10,0
143623,1,91b,2005,10,6
143624,1,91b,2005,11,19
143625,1,91b,2005,11,21
143626,2,91b,2005,12,18
143627,1,91b,2006,01,0
143628,1,91b,2006,01,23
143629,1,91b,2006,01,5
143630,1,91b,2006,01,6
143631,1,91b,2006,01,7
143632,1,91b,2006,01,9
143633,1,91b,2006,02,1
143634,1,91b,2006,02,20
143635,1,91b,2006,03,1
143636,1,91b,2006,03,16
143637,1,91b,2006,04,12
143638,1,91b,2006,04,13
143639,1,91b,2006,04,16
143640,1,91b,2006,04,17
143641,1,91b,2006,04,9
143642,1,91b,2006,05,9
143643,2,91b,2006,06,10
143644,1,91b,2006,06,13
143645,1,91b,2006,06,15
143646,1,91b,2006,06,8
143647,2,91b,2006,07,12
143648,1,91b,2006,07,15
143649,1,91b,2006,07,17
143650,1,91b,2006,07,18
143651,1,91b,2006,07,19
143652,1,91b,2006,07,22
143653,1,91b,2006,09,10
143654,1,91b,2006,09,11
143655,1,91b,2006,09,15
143656,1,91b,2006,10,12
143657,1,91b,2006,11,11
143658,1,91b,2006,11,13
143659,1,91b,2006,11,7
143660,1,91b,2006,12,11
143661,1,91b,2006,12,15
143662,1,91b,2006,12,17
143663,1,91b,2006,12,21
143664,1,91b,2007,01,11
143665,1,91b,2007,01,12
143666,1,91b,2007,01,16
143667,1,91b,2007,01,18
143668,1,91b,2007,02,18
143669,1,91b,2007,03,15
143670,1,91b,2007,03,18
