,number_of_incidents,code,year,month,hour
998,1,00b,2012,12,12
999,2,00b,2012,12,13
1000,1,00b,2012,12,15
1001,2,00b,2012,12,21
1002,1,00b,2012,12,6
1003,2,00b,2012,12,8
1004,1,00b,2013,01,1
1005,1,00b,2013,01,18
1006,1,00b,2013,01,19
1007,1,00b,2013,02,10
1008,1,00b,2013,02,13
1009,1,00b,2013,02,19
1010,1,00b,2013,02,3
1011,1,00b,2013,02,4
1012,1,00b,2013,03,1
1013,1,00b,2013,03,9
1014,1,00b,2013,04,14
1015,1,00b,2013,04,15
1016,1,00b,2013,04,21
1017,1,00b,2013,04,5
1018,1,00b,2013,05,1
1019,1,00b,2013,05,10
1020,3,00b,2013,05,11
1021,2,00b,2013,05,12
1022,1,00b,2013,05,13
1023,1,00b,2013,05,15
1024,1,00b,2013,05,16
1025,1,00b,2013,05,17
1026,1,00b,2013,05,18
1027,2,00b,2013,05,19
1028,1,00b,2013,05,21
1029,2,00b,2013,05,23
1030,3,00b,2013,05,4
1031,1,00b,2013,05,5
1032,1,00b,2013,05,8
1033,1,00b,2013,06,0
1034,2,00b,2013,06,1
1035,3,00b,2013,06,10
1036,3,00b,2013,06,11
1037,3,00b,2013,06,12
1038,8,00b,2013,06,13
1039,4,00b,2013,06,14
1040,2,00b,2013,06,15
1041,3,00b,2013,06,16
1042,5,00b,2013,06,18
1043,2,00b,2013,06,19
1044,5,00b,2013,06,20
1045,3,00b,2013,06,21
1046,3,00b,2013,06,23
1047,5,00b,2013,06,3
1048,2,00b,2013,06,4
1049,2,00b,2013,06,6
1050,2,00b,2013,06,7
1051,8,00b,2013,06,8
1052,3,00b,2013,06,9
1053,2,00b,2013,07,0
1054,3,00b,2013,07,1
1055,4,00b,2013,07,10
1056,1,00b,2013,07,11
1057,2,00b,2013,07,12
1058,5,00b,2013,07,13
1059,2,00b,2013,07,14
1060,5,00b,2013,07,15
1061,5,00b,2013,07,16
1062,3,00b,2013,07,17
1063,2,00b,2013,07,18
1064,4,00b,2013,07,19
1065,4,00b,2013,07,2
1066,1,00b,2013,07,20
1067,4,00b,2013,07,21
1068,2,00b,2013,07,22
1069,2,00b,2013,07,23
1070,1,00b,2013,07,3
1071,1,00b,2013,07,5
1072,1,00b,2013,07,6
1073,2,00b,2013,07,7
1074,3,00b,2013,07,8
1075,3,00b,2013,07,9
1076,4,00b,2013,08,1
1077,3,00b,2013,08,10
1078,6,00b,2013,08,11
1079,5,00b,2013,08,12
1080,4,00b,2013,08,13
1081,1,00b,2013,08,15
1082,4,00b,2013,08,16
1083,7,00b,2013,08,17
1084,2,00b,2013,08,18
1085,4,00b,2013,08,19
1086,4,00b,2013,08,2
1087,4,00b,2013,08,20
1088,3,00b,2013,08,21
1089,6,00b,2013,08,23
1090,1,00b,2013,08,3
1091,3,00b,2013,08,4
1092,1,00b,2013,08,5
1093,1,00b,2013,08,6
1094,4,00b,2013,08,7
1095,2,00b,2013,08,8
1096,4,00b,2013,08,9
1097,2,00b,2013,09,0
1098,3,00b,2013,09,1
1099,8,00b,2013,09,10
1100,5,00b,2013,09,11
1101,3,00b,2013,09,12
1102,1,00b,2013,09,13
1103,5,00b,2013,09,14
1104,3,00b,2013,09,15
1105,1,00b,2013,09,16
1106,1,00b,2013,09,17
1107,1,00b,2013,09,19
1108,2,00b,2013,09,2
1109,6,00b,2013,09,20
1110,2,00b,2013,09,21
1111,4,00b,2013,09,22
1112,4,00b,2013,09,23
1113,3,00b,2013,09,3
1114,1,00b,2013,09,4
1115,2,00b,2013,09,7
1116,6,00b,2013,09,8
1117,7,00b,2013,09,9
1118,1,00b,2013,10,0
1119,5,00b,2013,10,1
1120,7,00b,2013,10,10
1121,9,00b,2013,10,11
1122,9,00b,2013,10,12
1123,4,00b,2013,10,13
1124,3,00b,2013,10,14
1125,3,00b,2013,10,15
1126,4,00b,2013,10,16
1127,5,00b,2013,10,17
1128,6,00b,2013,10,18
1129,4,00b,2013,10,19
1130,2,00b,2013,10,2
1131,6,00b,2013,10,20
1132,3,00b,2013,10,21
1133,2,00b,2013,10,22
1134,3,00b,2013,10,23
1135,3,00b,2013,10,3
1136,2,00b,2013,10,4
1137,1,00b,2013,10,5
1138,1,00b,2013,10,6
1139,3,00b,2013,10,7
1140,5,00b,2013,10,8
1141,4,00b,2013,10,9
1142,4,00b,2013,11,0
1143,3,00b,2013,11,1
1144,2,00b,2013,11,10
1145,4,00b,2013,11,11
1146,4,00b,2013,11,12
1147,3,00b,2013,11,13
1148,7,00b,2013,11,14
1149,5,00b,2013,11,15
1150,8,00b,2013,11,16
1151,5,00b,2013,11,17
1152,2,00b,2013,11,18
1153,3,00b,2013,11,19
1154,3,00b,2013,11,2
1155,1,00b,2013,11,20
1156,9,00b,2013,11,21
1157,8,00b,2013,11,22
1158,5,00b,2013,11,23
1159,3,00b,2013,11,3
1160,3,00b,2013,11,4
1161,1,00b,2013,11,5
1162,3,00b,2013,11,8
1163,7,00b,2013,11,9
1164,3,00b,2013,12,0
1165,6,00b,2013,12,1
1166,11,00b,2013,12,10
1167,6,00b,2013,12,11
1168,4,00b,2013,12,13
1169,5,00b,2013,12,14
1170,5,00b,2013,12,15
1171,3,00b,2013,12,16
1172,1,00b,2013,12,17
1173,5,00b,2013,12,18
1174,6,00b,2013,12,19
1175,4,00b,2013,12,20
1176,4,00b,2013,12,21
1177,4,00b,2013,12,22
1178,4,00b,2013,12,23
1179,1,00b,2013,12,3
1180,3,00b,2013,12,4
1181,4,00b,2013,12,8
1182,2,00b,2013,12,9
1183,5,00b,2014,01,0
1184,8,00b,2014,01,1
1185,2,00b,2014,01,10
1186,9,00b,2014,01,11
1187,5,00b,2014,01,12
1188,3,00b,2014,01,13
1189,2,00b,2014,01,14
1190,2,00b,2014,01,15
1191,7,00b,2014,01,16
1192,3,00b,2014,01,17
1193,5,00b,2014,01,18
1194,5,00b,2014,01,19
1195,5,00b,2014,01,2
1196,8,00b,2014,01,20
1197,6,00b,2014,01,21
1198,2,00b,2014,01,22
1199,1,00b,2014,01,23
1200,2,00b,2014,01,3
1201,1,00b,2014,01,4
1202,1,00b,2014,01,6
1203,2,00b,2014,01,7
1204,3,00b,2014,01,8
1205,7,00b,2014,01,9
1206,3,00b,2014,02,0
1207,4,00b,2014,02,1
1208,8,00b,2014,02,10
1209,4,00b,2014,02,11
1210,5,00b,2014,02,12
1211,4,00b,2014,02,13
1212,4,00b,2014,02,14
1213,1,00b,2014,02,15
1214,4,00b,2014,02,16
1215,4,00b,2014,02,17
1216,9,00b,2014,02,18
1217,3,00b,2014,02,19
1218,3,00b,2014,02,2
1219,6,00b,2014,02,20
1220,6,00b,2014,02,21
1221,3,00b,2014,02,22
1222,3,00b,2014,02,23
1223,2,00b,2014,02,3
1224,1,00b,2014,02,4
1225,1,00b,2014,02,5
1226,1,00b,2014,02,6
1227,3,00b,2014,02,7
1228,1,00b,2014,02,8
1229,5,00b,2014,02,9
1230,3,00b,2014,03,0
1231,6,00b,2014,03,1
1232,8,00b,2014,03,10
1233,3,00b,2014,03,11
1234,3,00b,2014,03,12
1235,4,00b,2014,03,13
1236,6,00b,2014,03,14
1237,7,00b,2014,03,15
1238,6,00b,2014,03,16
1239,2,00b,2014,03,18
1240,11,00b,2014,03,19
1241,6,00b,2014,03,2
1242,5,00b,2014,03,20
1243,3,00b,2014,03,21
1244,7,00b,2014,03,22
1245,5,00b,2014,03,23
1246,2,00b,2014,03,3
1247,4,00b,2014,03,4
1248,4,00b,2014,03,5
1249,1,00b,2014,03,6
1250,1,00b,2014,03,7
1251,4,00b,2014,03,8
1252,8,00b,2014,03,9
1253,5,00b,2014,04,0
1254,1,00b,2014,04,1
1255,3,00b,2014,04,10
1256,1,00b,2014,04,11
1257,4,00b,2014,04,12
1258,4,00b,2014,04,14
1259,1,00b,2014,04,15
1260,1,00b,2014,04,16
1261,5,00b,2014,04,18
1262,4,00b,2014,04,19
1263,3,00b,2014,04,2
1264,5,00b,2014,04,20
1265,5,00b,2014,04,21
1266,2,00b,2014,04,22
1267,5,00b,2014,04,23
1268,3,00b,2014,04,3
1269,2,00b,2014,04,4
1270,2,00b,2014,04,5
1271,2,00b,2014,04,7
1272,4,00b,2014,04,8
1273,4,00b,2014,04,9
1274,2,00b,2014,05,0
1275,3,00b,2014,05,1
1276,5,00b,2014,05,10
1277,4,00b,2014,05,11
1278,7,00b,2014,05,12
1279,4,00b,2014,05,13
1280,3,00b,2014,05,16
1281,1,00b,2014,05,17
1282,6,00b,2014,05,18
1283,5,00b,2014,05,19
1284,2,00b,2014,05,2
1285,8,00b,2014,05,20
1286,2,00b,2014,05,21
1287,3,00b,2014,05,22
1288,1,00b,2014,05,23
1289,1,00b,2014,05,5
1290,1,00b,2014,05,6
1291,4,00b,2014,05,8
1292,5,00b,2014,05,9
1293,5,00b,2014,06,0
1294,4,00b,2014,06,1
1295,5,00b,2014,06,10
1296,4,00b,2014,06,11
1297,5,00b,2014,06,12
1298,5,00b,2014,06,13
1299,6,00b,2014,06,14
1300,4,00b,2014,06,15
1301,2,00b,2014,06,16
1302,5,00b,2014,06,17
1303,2,00b,2014,06,19
1304,2,00b,2014,06,2
1305,4,00b,2014,06,21
1306,3,00b,2014,06,22
1307,1,00b,2014,06,3
1308,1,00b,2014,06,6
1309,2,00b,2014,06,7
1310,5,00b,2014,06,8
1311,1,00b,2014,06,9
1312,1,00b,2014,07,0
1313,2,00b,2014,07,1
1314,3,00b,2014,07,10
1315,3,00b,2014,07,11
1316,3,00b,2014,07,12
1317,2,00b,2014,07,14
1318,1,00b,2014,07,15
1319,4,00b,2014,07,16
1320,1,00b,2014,07,17
1321,4,00b,2014,07,18
1322,1,00b,2014,07,19
1323,2,00b,2014,07,2
1324,2,00b,2014,07,20
1325,3,00b,2014,07,21
1326,1,00b,2014,07,22
1327,1,00b,2014,07,3
1328,4,00b,2014,07,9
1329,2,00b,2014,08,0
1330,8,00b,2014,08,1
1331,1,00b,2014,08,10
1332,5,00b,2014,08,11
1333,2,00b,2014,08,12
1334,5,00b,2014,08,13
1335,2,00b,2014,08,14
1336,3,00b,2014,08,15
1337,1,00b,2014,08,16
1338,1,00b,2014,08,17
1339,3,00b,2014,08,18
1340,1,00b,2014,08,19
1341,3,00b,2014,08,2
1342,4,00b,2014,08,20
1343,3,00b,2014,08,21
1344,3,00b,2014,08,22
1345,4,00b,2014,08,23
1346,2,00b,2014,08,3
1347,3,00b,2014,08,4
1348,1,00b,2014,08,5
1349,1,00b,2014,08,6
1350,4,00b,2014,08,8
1351,7,00b,2014,08,9
1352,1,00b,2014,09,0
1353,1,00b,2014,09,1
1354,2,00b,2014,09,10
1355,2,00b,2014,09,11
1356,4,00b,2014,09,12
1357,4,00b,2014,09,13
1358,3,00b,2014,09,14
1359,1,00b,2014,09,15
1360,2,00b,2014,09,16
1361,4,00b,2014,09,17
1362,1,00b,2014,09,18
1363,1,00b,2014,09,2
1364,2,00b,2014,09,20
1365,2,00b,2014,09,22
1366,1,00b,2014,09,4
1367,1,00b,2014,09,8
1368,5,00b,2014,09,9
1369,5,00b,2014,10,0
1370,3,00b,2014,10,1
1371,9,00b,2014,10,10
1372,11,00b,2014,10,11
1373,4,00b,2014,10,12
1374,5,00b,2014,10,13
1375,2,00b,2014,10,14
1376,2,00b,2014,10,15
1377,5,00b,2014,10,16
1378,3,00b,2014,10,17
1379,6,00b,2014,10,18
1380,5,00b,2014,10,19
1381,6,00b,2014,10,2
1382,6,00b,2014,10,20
1383,1,00b,2014,10,21
1384,2,00b,2014,10,22
1385,3,00b,2014,10,23
1386,3,00b,2014,10,3
1387,1,00b,2014,10,4
1388,1,00b,2014,10,5
1389,3,00b,2014,10,6
1390,1,00b,2014,10,7
1391,3,00b,2014,10,8
1392,3,00b,2014,10,9
1393,3,00b,2014,11,0
1394,6,00b,2014,11,1
1395,12,00b,2014,11,10
1396,7,00b,2014,11,11
1397,10,00b,2014,11,12
1398,5,00b,2014,11,13
1399,5,00b,2014,11,14
1400,4,00b,2014,11,15
1401,4,00b,2014,11,16
1402,4,00b,2014,11,17
1403,3,00b,2014,11,18
1404,3,00b,2014,11,19
1405,10,00b,2014,11,2
1406,2,00b,2014,11,20
1407,4,00b,2014,11,21
1408,3,00b,2014,11,22
1409,11,00b,2014,11,23
1410,5,00b,2014,11,3
1411,2,00b,2014,11,4
1412,1,00b,2014,11,6
1413,5,00b,2014,11,7
1414,1,00b,2014,11,8
1415,7,00b,2014,11,9
1416,5,00b,2014,12,0
1417,5,00b,2014,12,10
1418,2,00b,2014,12,11
1419,6,00b,2014,12,12
1420,6,00b,2014,12,13
1421,4,00b,2014,12,14
1422,4,00b,2014,12,15
1423,5,00b,2014,12,16
1424,5,00b,2014,12,17
1425,5,00b,2014,12,18
1426,4,00b,2014,12,19
1427,2,00b,2014,12,2
1428,3,00b,2014,12,20
1429,4,00b,2014,12,21
1430,2,00b,2014,12,22
1431,4,00b,2014,12,23
1432,2,00b,2014,12,3
1433,4,00b,2014,12,4
1434,1,00b,2014,12,5
1435,1,00b,2014,12,6
1436,4,00b,2014,12,7
1437,3,00b,2014,12,8
1438,3,00b,2014,12,9
1439,7,00b,2015,01,0
1440,6,00b,2015,01,1
1441,4,00b,2015,01,10
1442,7,00b,2015,01,11
1443,5,00b,2015,01,12
1444,5,00b,2015,01,13
1445,3,00b,2015,01,14
1446,6,00b,2015,01,15
1447,5,00b,2015,01,16
1448,3,00b,2015,01,18
1449,3,00b,2015,01,19
1450,2,00b,2015,01,2
1451,4,00b,2015,01,20
1452,1,00b,2015,01,21
1453,4,00b,2015,01,22
1454,5,00b,2015,01,23
1455,2,00b,2015,01,5
1456,3,00b,2015,01,6
1457,7,00b,2015,01,8
1458,1,00b,2015,01,9
1459,2,00b,2015,02,0
1460,5,00b,2015,02,1
1461,12,00b,2015,02,10
1462,7,00b,2015,02,11
1463,6,00b,2015,02,12
1464,3,00b,2015,02,13
1465,2,00b,2015,02,14
1466,5,00b,2015,02,15
1467,1,00b,2015,02,16
1468,1,00b,2015,02,17
1469,3,00b,2015,02,18
1470,3,00b,2015,02,19
1471,4,00b,2015,02,2
1472,4,00b,2015,02,20
1473,1,00b,2015,02,21
1474,1,00b,2015,02,22
1475,5,00b,2015,02,23
1476,2,00b,2015,02,3
1477,2,00b,2015,02,4
1478,5,00b,2015,02,5
1479,1,00b,2015,02,6
1480,5,00b,2015,02,7
1481,4,00b,2015,02,8
1482,6,00b,2015,02,9
1483,1,00b,2015,03,0
1484,2,00b,2015,03,1
1485,5,00b,2015,03,10
1486,4,00b,2015,03,11
1487,4,00b,2015,03,12
1488,4,00b,2015,03,13
1489,4,00b,2015,03,14
1490,3,00b,2015,03,15
1491,5,00b,2015,03,16
1492,5,00b,2015,03,17
1493,3,00b,2015,03,18
1494,3,00b,2015,03,19
1495,3,00b,2015,03,2
1496,3,00b,2015,03,20
1497,5,00b,2015,03,21
1498,2,00b,2015,03,22
1499,2,00b,2015,03,23
1500,4,00b,2015,03,3
1501,1,00b,2015,03,4
1502,4,00b,2015,03,5
1503,1,00b,2015,03,6
1504,1,00b,2015,03,7
1505,6,00b,2015,03,8
1506,1,00b,2015,03,9
1507,6,00b,2015,04,10
1508,5,00b,2015,04,11
1509,2,00b,2015,04,12
1510,2,00b,2015,04,13
1511,8,00b,2015,04,14
1512,2,00b,2015,04,15
1513,3,00b,2015,04,16
1514,2,00b,2015,04,18
1515,1,00b,2015,04,19
1516,2,00b,2015,04,20
1517,2,00b,2015,04,21
1518,1,00b,2015,04,22
1519,1,00b,2015,04,3
1520,1,00b,2015,04,4
1521,2,00b,2015,04,5
1522,1,00b,2015,04,6
1523,1,00b,2015,04,7
1524,2,00b,2015,04,8
1525,7,00b,2015,04,9
1526,3,00b,2015,05,0
1527,6,00b,2015,05,1
1528,11,00b,2015,05,10
1529,7,00b,2015,05,11
1530,9,00b,2015,05,12
1531,3,00b,2015,05,13
1532,3,00b,2015,05,14
1533,7,00b,2015,05,15
1534,1,00b,2015,05,16
1535,1,00b,2015,05,17
1536,1,00b,2015,05,18
1537,3,00b,2015,05,19
1538,4,00b,2015,05,2
1539,4,00b,2015,05,20
1540,2,00b,2015,05,21
1541,1,00b,2015,05,22
1542,6,00b,2015,05,23
1543,1,00b,2015,05,3
1544,1,00b,2015,05,6
1545,2,00b,2015,05,7
1546,6,00b,2015,05,8
1547,1,00b,2015,05,9
1548,1,00b,2015,06,0
1549,1,00b,2015,06,1
1550,6,00b,2015,06,10
1551,1,00b,2015,06,11
1552,3,00b,2015,06,12
1553,2,00b,2015,06,13
1554,5,00b,2015,06,14
1555,3,00b,2015,06,15
1556,2,00b,2015,06,16
1557,3,00b,2015,06,17
1558,4,00b,2015,06,18
1559,8,00b,2015,06,19
1560,2,00b,2015,06,2
1561,1,00b,2015,06,20
1562,2,00b,2015,06,21
1563,1,00b,2015,06,22
1564,5,00b,2015,06,23
1565,1,00b,2015,06,3
1566,2,00b,2015,06,7
1567,4,00b,2015,06,8
1568,4,00b,2015,06,9
1569,2,00b,2015,07,0
1570,1,00b,2015,07,1
1571,5,00b,2015,07,10
1572,11,00b,2015,07,11
1573,3,00b,2015,07,12
1574,4,00b,2015,07,13
1575,2,00b,2015,07,14
1576,3,00b,2015,07,15
1577,2,00b,2015,07,16
1578,4,00b,2015,07,18
1579,1,00b,2015,07,19
1580,3,00b,2015,07,2
1581,1,00b,2015,07,20
1582,3,00b,2015,07,21
1583,1,00b,2015,07,22
1584,1,00b,2015,07,23
1585,1,00b,2015,07,4
1586,2,00b,2015,07,5
1587,1,00b,2015,07,6
1588,1,00b,2015,07,7
1589,3,00b,2015,07,8
1590,6,00b,2015,07,9
1591,3,00b,2015,08,0
1592,2,00b,2015,08,1
1593,1,00b,2015,08,10
1594,3,00b,2015,08,11
1595,2,00b,2015,08,12
1596,2,00b,2015,08,13
1597,2,00b,2015,08,14
1598,2,00b,2015,08,15
1599,2,00b,2015,08,16
1600,3,00b,2015,08,17
1601,1,00b,2015,08,18
1602,2,00b,2015,08,19
1603,3,00b,2015,08,2
1604,1,00b,2015,08,20
1605,3,00b,2015,08,21
1606,1,00b,2015,08,23
1607,1,00b,2015,08,4
1608,2,00b,2015,08,5
1609,2,00b,2015,08,6
1610,1,00b,2015,08,7
1611,1,00b,2015,08,8
1612,3,00b,2015,08,9
1613,4,00b,2015,09,0
1614,3,00b,2015,09,1
1615,3,00b,2015,09,10
1616,1,00b,2015,09,11
1617,7,00b,2015,09,12
1618,2,00b,2015,09,13
1619,6,00b,2015,09,14
1620,4,00b,2015,09,15
1621,4,00b,2015,09,16
1622,5,00b,2015,09,17
1623,3,00b,2015,09,18
1624,5,00b,2015,09,19
1625,2,00b,2015,09,2
1626,3,00b,2015,09,20
1627,6,00b,2015,09,21
1628,8,00b,2015,09,22
1629,3,00b,2015,09,23
1630,3,00b,2015,09,3
1631,2,00b,2015,09,5
1632,1,00b,2015,09,7
1633,5,00b,2015,09,8
1634,3,00b,2015,09,9
1635,1,00b,2015,10,0
1636,5,00b,2015,10,1
1637,5,00b,2015,10,10
1638,7,00b,2015,10,11
1639,9,00b,2015,10,12
1640,8,00b,2015,10,13
1641,2,00b,2015,10,14
1642,3,00b,2015,10,15
1643,1,00b,2015,10,16
1644,3,00b,2015,10,17
1645,3,00b,2015,10,18
1646,4,00b,2015,10,19
1647,7,00b,2015,10,2
1648,5,00b,2015,10,20
1649,6,00b,2015,10,21
1650,1,00b,2015,10,22
1651,4,00b,2015,10,23
1652,1,00b,2015,10,3
1653,2,00b,2015,10,4
1654,2,00b,2015,10,5
1655,2,00b,2015,10,7
1656,6,00b,2015,10,8
1657,4,00b,2015,10,9
1658,2,00b,2015,11,0
1659,3,00b,2015,11,1
1660,6,00b,2015,11,10
1661,4,00b,2015,11,11
1662,2,00b,2015,11,12
1663,8,00b,2015,11,13
1664,7,00b,2015,11,14
1665,2,00b,2015,11,15
1666,3,00b,2015,11,16
1667,2,00b,2015,11,17
1668,4,00b,2015,11,18
1669,5,00b,2015,11,19
1670,3,00b,2015,11,2
1671,1,00b,2015,11,20
1672,10,00b,2015,11,21
1673,5,00b,2015,11,22
1674,3,00b,2015,11,23
1675,1,00b,2015,11,3
1676,2,00b,2015,11,5
1677,3,00b,2015,11,7
1678,3,00b,2015,11,8
1679,3,00b,2015,11,9
1680,4,00b,2015,12,0
1681,5,00b,2015,12,1
1682,4,00b,2015,12,10
1683,1,00b,2015,12,11
1684,2,00b,2015,12,12
1685,2,00b,2015,12,13
1686,2,00b,2015,12,14
1687,4,00b,2015,12,15
1688,1,00b,2015,12,16
1689,2,00b,2015,12,17
1690,5,00b,2015,12,18
1691,1,00b,2015,12,19
1692,6,00b,2015,12,2
1693,1,00b,2015,12,20
1694,7,00b,2015,12,21
1695,3,00b,2015,12,22
1696,4,00b,2015,12,23
1697,1,00b,2015,12,3
1698,2,00b,2015,12,4
1699,1,00b,2015,12,5
1700,1,00b,2015,12,6
1701,2,00b,2015,12,7
1702,2,00b,2015,12,8
1703,6,00b,2015,12,9
1704,4,00b,2016,01,0
1705,1,00b,2016,01,1
1706,8,00b,2016,01,10
1707,8,00b,2016,01,11
1708,6,00b,2016,01,12
1709,5,00b,2016,01,13
1710,4,00b,2016,01,14
1711,7,00b,2016,01,15
1712,6,00b,2016,01,16
1713,4,00b,2016,01,17
1714,3,00b,2016,01,18
1715,5,00b,2016,01,19
1716,5,00b,2016,01,2
1717,2,00b,2016,01,20
1718,5,00b,2016,01,21
1719,2,00b,2016,01,22
1720,5,00b,2016,01,23
1721,1,00b,2016,01,3
1722,1,00b,2016,01,5
1723,1,00b,2016,01,7
1724,4,00b,2016,01,8
1725,6,00b,2016,01,9
1726,6,00b,2016,02,0
1727,2,00b,2016,02,1
1728,3,00b,2016,02,10
1729,9,00b,2016,02,11
1730,2,00b,2016,02,12
1731,6,00b,2016,02,13
1732,5,00b,2016,02,14
1733,5,00b,2016,02,15
1734,3,00b,2016,02,16
1735,1,00b,2016,02,17
1736,4,00b,2016,02,18
1737,4,00b,2016,02,19
1738,3,00b,2016,02,2
1739,2,00b,2016,02,20
1740,3,00b,2016,02,21
1741,2,00b,2016,02,22
1742,2,00b,2016,02,23
1743,2,00b,2016,02,3
1744,2,00b,2016,02,5
1745,1,00b,2016,02,6
1746,1,00b,2016,02,7
1747,1,00b,2016,02,8
1748,6,00b,2016,02,9
1749,2,00b,2016,03,0
1750,2,00b,2016,03,1
1751,7,00b,2016,03,10
1752,4,00b,2016,03,11
1753,4,00b,2016,03,12
1754,2,00b,2016,03,13
1755,3,00b,2016,03,14
1756,2,00b,2016,03,15
1757,4,00b,2016,03,16
1758,4,00b,2016,03,17
1759,1,00b,2016,03,2
1760,2,00b,2016,03,20
1761,3,00b,2016,03,21
1762,1,00b,2016,03,6
1763,1,00b,2016,03,7
1764,3,00b,2016,03,8
1765,4,00b,2016,03,9
1766,1,00b,2016,04,0
1767,2,00b,2016,04,1
1768,5,00b,2016,04,10
1769,2,00b,2016,04,11
1770,2,00b,2016,04,12
1771,2,00b,2016,04,13
1772,2,00b,2016,04,14
1773,2,00b,2016,04,16
1774,1,00b,2016,04,17
1775,2,00b,2016,04,18
1776,3,00b,2016,04,19
1777,2,00b,2016,04,20
1778,1,00b,2016,04,22
1779,1,00b,2016,04,4
1780,1,00b,2016,04,5
1781,1,00b,2016,04,7
1782,1,00b,2016,04,8
1783,8,00b,2016,04,9
1784,3,00b,2016,05,0
1785,4,00b,2016,05,10
1786,2,00b,2016,05,12
1787,3,00b,2016,05,13
1788,2,00b,2016,05,14
1789,1,00b,2016,05,15
1790,7,00b,2016,05,17
1791,2,00b,2016,05,2
1792,2,00b,2016,05,20
1793,3,00b,2016,05,3
1794,1,00b,2016,05,4
1795,1,00b,2016,05,8
1796,2,00b,2016,05,9
1797,3,00b,2016,06,0
1798,3,00b,2016,06,10
1799,2,00b,2016,06,11
1800,4,00b,2016,06,12
1801,6,00b,2016,06,13
1802,1,00b,2016,06,14
1803,1,00b,2016,06,15
1804,5,00b,2016,06,16
1805,3,00b,2016,06,17
1806,1,00b,2016,06,19
1807,1,00b,2016,06,2
1808,2,00b,2016,06,21
1809,1,00b,2016,06,22
1810,2,00b,2016,06,23
1811,1,00b,2016,06,5
1812,1,00b,2016,06,7
1813,1,00b,2016,06,8
1814,2,00b,2016,06,9
1815,1,00b,2016,07,1
1816,6,00b,2016,07,10
1817,1,00b,2016,07,11
1818,1,00b,2016,07,12
1819,2,00b,2016,07,13
1820,1,00b,2016,07,14
1821,2,00b,2016,07,16
1822,5,00b,2016,07,17
1823,1,00b,2016,07,18
1824,1,00b,2016,07,19
1825,2,00b,2016,07,2
1826,1,00b,2016,07,22
1827,1,00b,2016,07,23
1828,1,00b,2016,07,4
1829,1,00b,2016,07,7
1830,1,00b,2016,07,9
1831,2,00b,2016,08,1
1832,2,00b,2016,08,10
1833,1,00b,2016,08,11
1834,3,00b,2016,08,12
1835,1,00b,2016,08,13
1836,3,00b,2016,08,14
1837,1,00b,2016,08,15
1838,3,00b,2016,08,18
1839,2,00b,2016,08,20
1840,1,00b,2016,08,21
1841,2,00b,2016,08,23
1842,1,00b,2016,08,8
1843,3,00b,2016,08,9
1844,2,00b,2016,09,0
1845,1,00b,2016,09,1
1846,2,00b,2016,09,11
1847,1,00b,2016,09,13
1848,6,00b,2016,09,15
1849,1,00b,2016,09,17
1850,4,00b,2016,09,19
1851,1,00b,2016,09,2
1852,4,00b,2016,09,20
1853,1,00b,2016,09,21
1854,3,00b,2016,09,22
1855,2,00b,2016,09,23
1856,1,00b,2016,09,5
1857,1,00b,2016,09,7
1858,4,00b,2016,09,8
1859,1,00b,2016,10,0
1860,1,00b,2016,10,1
1861,2,00b,2016,10,10
1862,5,00b,2016,10,11
1863,1,00b,2016,10,12
1864,1,00b,2016,10,13
1865,1,00b,2016,10,14
1866,2,00b,2016,10,15
1867,1,00b,2016,10,16
1868,1,00b,2016,10,19
1869,1,00b,2016,10,2
1870,3,00b,2016,10,21
1871,1,00b,2016,10,22
1872,2,00b,2016,10,5
1873,1,00b,2016,10,7
1874,2,00b,2016,10,8
1875,2,00b,2016,10,9
1876,1,00b,2016,11,0
1877,3,00b,2016,11,1
1878,1,00b,2016,11,10
1879,3,00b,2016,11,13
1880,1,00b,2016,11,14
1881,3,00b,2016,11,15
1882,2,00b,2016,11,16
1883,2,00b,2016,11,17
1884,2,00b,2016,11,19
1885,1,00b,2016,11,20
1886,2,00b,2016,11,21
1887,1,00b,2016,11,23
1888,1,00b,2016,11,3
1889,1,00b,2016,11,8
1890,2,00b,2016,11,9
1891,1,00b,2016,12,0
1892,1,00b,2016,12,10
1893,8,00b,2016,12,11
1894,1,00b,2016,12,13
1895,1,00b,2016,12,16
1896,1,00b,2016,12,17
1897,1,00b,2016,12,18
1898,2,00b,2016,12,19
1899,1,00b,2016,12,20
1900,5,00b,2016,12,21
1901,1,00b,2016,12,22
1902,2,00b,2016,12,23
1903,2,00b,2016,12,4
1904,1,00b,2016,12,5
1905,1,00b,2016,12,6
1906,5,00b,2016,12,7
1907,4,00b,2016,12,9
1908,3,00b,2017,01,1
1909,5,00b,2017,01,10
1910,1,00b,2017,01,11
1911,2,00b,2017,01,13
1912,2,00b,2017,01,14
1913,1,00b,2017,01,15
1914,2,00b,2017,01,16
1915,1,00b,2017,01,17
1916,2,00b,2017,01,19
1917,2,00b,2017,01,20
1918,1,00b,2017,01,21
1919,4,00b,2017,01,22
1920,1,00b,2017,01,23
1921,1,00b,2017,01,3
1922,1,00b,2017,01,4
1923,2,00b,2017,01,8
1924,2,00b,2017,01,9
1925,1,00b,2017,02,0
1926,1,00b,2017,02,11
1927,1,00b,2017,02,12
1928,1,00b,2017,02,14
1929,2,00b,2017,02,16
